locationName,centerType,address1,address2,city,state,zip,phoneNumber,phoneExtension,websiteUrl,latitude,longitude
NEW YORK PRESBYTERIAN - BROOKLYN METHODIST HOSPITAL,hospital-based,515 6th St,,Brooklyn,New York,11215,718-230-7788,,https://www.nyp.org/brooklyn?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTM4MTIwMjYtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,40.668215,-73.978835
"Hoboken Radiology, LLC",stand-alone imaging center,79 Hudson St,Suite #100,Hoboken,New Jersey,7030,,,https://montclairradiology.com/hoboken-welcome,40.736212,-74.029783
NYU LANGONE PERLMUTTER CANCER CENTER,stand-alone imaging center,160 East 34th St,2nd Floor,New York,New York,10016,212-731-6000,,https://nyulangone.org/locations/perlmutter-cancer-center,40.745759,-73.97876
NYU LANGONE MEDICAL CENTER BIO MED IMAGING,stand-alone imaging center,660 1st Ave,,New York,New York,10016,212-263-6246,,https://nyulangone.org/locations/nyu-langone-radiology-center-for-biomedical-imaging,40.74598,-73.971524
RADNET @ LHR - ONCOLOGIC AND MOLECULAR IMAGING CENTER,stand-alone imaging center,755 2ND Ave,3RD Floor,New York,New York,10017,212-599-5555,,https://www.radnet.com/lenox-hill-radiology/locations/center-oncologic-and-molecular-imaging?utm_source=GMB&utm_medium=LHR_Oncologic_Main&utm_campaign=GMB_LHR_Oncologic,40.749134,-73.972991
New York Cancer and Blood Specialists,stand-alone imaging center,92-37 Metropolitan Avenue,,Forest Hills,New York,11375,833-269-4624,,https://nycancer.com/,40.711587,-73.856747
MAIN STREET RADIOLOGY,stand-alone imaging center,32-25 Francis Lewis Blvd.,,Bayside,New York,11358,718 428-1500,,https://www.mainstreetradiology.com/about-us/locations/bayside-32nd-avenue/,40.768731,-73.791371
Prohealth Care Lake Success,hospital-based,2800 Marcus Ave,,New Hyde Park,New York,11042,,,https://www.prohealthcare.com/,40.759705,-73.695375
NYU LANGONE RADIOLOGY NRAD LAKE SUCCESS,stand-alone imaging center,6 Ohio Dr,,Lake Success,New York,11042,516-222-2022,,https://nyulangone.org/locations/nyu-langone-radiology-nrad-lake-success,40.761603,-73.691973
ST FRANCIS DIAGNOSTIC,hospital-based,2200 Northern Blvd,Suite 100C,East Hills,New York,11548,516-563-7100,,https://www.chsli.org/locations/st-francis-diagnostic-imaging,40.806087,-73.635008
NORTHPORT VA MEDICAL CENTER,hospital-based,79 Middleville Rd,,Northport,New York,11768,631-261-4400,,https://www.va.gov/northport-health-care/locations/northport-va-medical-center/,40.895004,-73.304607
SHIELDS IMAGING OF EASTERN MASS @ SOUTH SHORE HOSPITAL,hospital-based,55 Fogg Rd,,South Weymouth,Massachusetts,2190,866-258-4738,,https://shields.com/location/shields-petct-south-shore-hospital/,42.175824,-70.954123
Geisinger at Viewpoint Imaging,hospital-based,5 Morgan Hwy,,Scranton,Pennsylvania,18508,570 558-7400,,https://locations.geisinger.org/details.cfm?id=174&utm_source=gmb&utm_medium=web&utm_term=&utm_content=&utm_campaign=kyruus_brandify,41.444704,-75.674719
ImageCare at Jefferson,hospital-based,757 NJ-15,Suite 104,Lake Hopatcong,New Jersey,7849,973 810-8100,,https://imagecarecenters.com/jefferson-nj/,40.961279,-74.59667
CHILTON MEDICAL CENTER,hospital-based,97 West Prkwy,,Pompton Plains,New Jersey,7444,973-831-5297,,https://www.atlantichealth.org/locations/hospitals/chilton-medical-center.html,40.958411,-74.309386
Summit Medical Group @ Clifton Heights,hospital-based,1255 Broad St,,Clifton,New Jersey,7013,973 685-5755,,https://www.citymd.com/urgent-care-locations/nj/clifton-hub,40.853257,-74.178379
University Radiology,stand-alone imaging center,235 Franklin Ave,#2708,Nutley,New Jersey,7110,,,https://www.universityradiology.com/?utm_source=google&utm_medium=gmb&utm_campaign=Nutley,40.815911,-74.162077
Hackensack Medical Center,hospital-based,20 Prospect Ave,,Hackensack,New Jersey,7601,,,,40.883251,-74.057001
Columbia Radiology - Midtown,stand-alone imaging center,51 W 51st St,,New York,New York,10019,,,https://www.columbiadoctors.org/locations/columbiadoctors-midtown/adult-services/radiology?utm_source=Ggl&utm_medium=GMB-link&utm_campaign=CD,40.76008,-73.978575
MOUNT SINAI HEALTH SYSTEM,hospital-based,1 Gustave L. Levy Place Box 1141,,New York,New York,10029,212-241-7775,,https://www.mountsinai.org/locations/mount-sinai/care/radiology,40.790012,-73.953741
Hess Center for Science and Medicine,hospital-based,1470 Madison Ave,,New York,New York,10029,,,,40.790899,-73.952055
Mount Sinai Hospital,hospital-based,1485 Madison Ave,,New York,New York,10029,,,https://www.mountsinai.org/locations/mount-sinai?utm_source=Yext&utm_medium=local_listing&utm_campaign=MountSinai&y_source=1_MTgwODM1MS03MTUtbG9jYXRpb,40.790898,-73.951121
LENOX HILL HOSPITAL,hospital-based,100 East 77th St,,New York,New York,10021,212-434-2000,,https://lenoxhill.northwell.edu/?utm_source=provider_listing&utm_medium=partner&utm_campaign=doctor_dot_com,40.77386,-73.960778
NYMI Associates,hospital-based,165 E 84th St,,New York,New York,10028,,,https://www.nymiassociates.com/,40.778032,-73.955592
Mallard MSO LLC Rosetta Radiology,hospital-based,1421 3rd Ave,,New York,New York,10028,,,https://www.northwell.edu/imaging/locations/rosetta?utm_source=provider_listing&utm_medium=partner&utm_campaign=gmb,40.775214,-73.956349
MSKCC Corporate - Main Campus,hospital-based,1250 1st Ave,,New York,New York,10065,,,,40.764821,-73.957776
Lenox Hill Radiology | East 66th Street,stand-alone imaging center,400 E 66th St,,New York,New York,10065,,,https://www.radnet.com/lenox-hill-radiology/locations/east-66th-street?utm_source=GMB&utm_medium=LHR_East66th_Main&utm_campaign=GMB_LHR_East66th,40.763662,-73.958651
Weill Cornell Imaging at NewYork-Presbyterian,stand-alone imaging center,1305 York Ave,#3F,New York,New York,10021,,,https://wcinyp.org/,40.765607,-73.955366
MONTEFIORE MEDICAL CENTER NUCLEAR MED,stand-alone imaging center,1695A Eastchester Rd,,The Bronx,New York,10461,718-405-8462,,https://www.montefiore.org/responsiveteam-6286,40.846282,-73.845169
University Diagnostic Medical Imaging,stand-alone imaging center,1200 Waters Pl,,Bronx,New York,10461,,,https://www.udmi.net/,40.852837,-73.837068
ST FRANCIS HOSPITAL - THE HEART CENT,hospital-based,100  Port Washington Blvd,,Roslyn,New Jersey,11576,844-862-2623,,https://www.chsli.org/st-francis-hospital?utm_medium=yext&utm_source=gmb,40.804269,-73.670452
Prohealth NY Proton Center,hospital-based,225 E 126th St,,New York,New York,10035,7745712799,,https://www.nyproton.com/?utm_source=GMBSocialClimb&utm_medium=NewYorkProtonCenter,40.80408,-73.934075
"Middlesex Health Outpatient Center, Middletown",hospital-based,534 Saybrook Rd,,Middletown,Connecticut,6457,,,https://middlesexhealth.org/location-finder/middlesex-health-outpatient-center-middletown,41.541844,-72.620735
SHIELDS HEALTHCARE,stand-alone imaging center,700 Congress St,,Quincy,Massachusetts,2122,866-258-4738,,https://shields.com/,42.234512,-71.017508
The Valley Hospital Foundation,hospital-based,223 North Van Dien Ave,,Ridgewood,New Jersey,7450,,,https://www.valleyhospitalfoundation.org/,40.984114,-74.100239
Englewood Health,hospital-based,350 Engle Street,,Englewood,New Jersey,7631,201-894-3284,,https://www.englewoodhealth.org/,40.904585,-73.96754
Hudson Valley PET Imaging,hospital-based,111 N Highland Ave,,Nyack,New York,10960,,,https://www.radnet.com/hudson-valley-radiology/locations/hudson-valley-petct-imaging?utm_source=GMB&utm_medium=HVRA_PETImaging_Main&utm_campaign=GMB_H,41.094784,-73.927278
COLUMBIA UNIVERSITY- KREITCHMAN PET CENTER,hospital-based,1050 Riverside Dr,,New York,New York,10032,212-326-8518,,https://www.columbiaradiology.org/locations/columbiadoctors-pet-center,40.842346,-73.943552
Bronx VA James J Peters,hospital-based,130 W Kingsbridge Rd,,Bronx,New York,10468,,,https://www.va.gov/health/,40.867403,-73.906405
Phelps Hospital,hospital-based,701 N Broadway,,Tarrytown,New York,10591,,,https://phelps.northwell.edu/?utm_source=provider_listing&utm_medium=partner&utm_campaign=doctor_dot_com,41.109429,-73.862682
Westchester PET & Medical Imaging,stand-alone imaging center,19 Bradhurst Ave,#1200,Hawthorne,New York,10532,,,https://www.westchesterpetct.com/,41.088192,-73.801641
WHITE PLAINS HOSPITAL,hospital-based,41 E Post Rd,,White Plains,New York,10601,914-681-1260,,https://wphospital.org/,41.025877,-73.769665
Greenwich Hospital,hospital-based,5 Perryridge Rd,,Greenwich,Connecticut,6830,203 863-3000,,,41.034548,-73.630257
Stamford Health Tully Health Center,hospital-based,32 Strawberry Hill Ct,,Stamford,Connecticut,6902,,,https://www.stamfordhealth.org/locations/locations-profile/tully-health-center/?utm_source=google&utm_medium=organic&utm_campaign=Yext,41.064637,-73.536084
Norwalk Radiology Consultants,hospital-based,148 East Ave Suite,,Norwalk,Connecticut,6851,203 276-4311,,,41.110028,-73.409396
SAINT VINCENT'S MEDICAL CENTER,hospital-based,2800 Main St,,Brudgeport,Connecticut,6606,475.210.5083,,https://stvincents.org/,41.200421,-73.202329
VA CONNECTICUT HEALTH CARE SYSTEM,hospital-based,950 Campbell Ave,,West Haven,Connecticut,6516,203-932-5711,3866,https://www.va.gov/connecticut-health-care/,41.2844,-72.95761
YALE NEW HAVEN HOSPITAL,hospital-based,20 York St,,New Haven,Connecticut,6510,203-200-5119,,https://www.ynhh.org/,41.303767,-72.935503
Milford Regional Medical Center/DFCI Cancer Center,hospital-based,20 Prospect Street,,Milford,Massachusetts,1757,508 488-3854,,,42.133028,-71.530041
UPMC Chautauqua,hospital-based,207 Foote Ave,,Jamestown,New York,14701,,,https://www.upmc.com/locations/hospitals/chautauqua,42.091223,-79.231898
Lourdes Hospital,hospital-based,169 Riverside Dr,,Binghamton,New York,13905,,,https://healthcare.ascension.org/locations/new-york/nybin/binghamton-our-lady-of-lourdes-memorial-hospital?utm_campaign=gmb&utm_medium=organic&utm_sou,42.091501,-75.936228
Rayus Radiology - Hudson Valley Imaging,stand-alone imaging center,575 Hudson Valley Ave,,New Windsor,New York,12553,845 220-2222,,https://www.hudsonvalleyimaging.com/,41.483867,-74.101709
Putnam Hospital,hospital-based,670 Stoneleigh Ave,,Carmel Hamlet,New York,10512,,,https://www.nuvancehealth.org/locations/putnam-hospital?y_source=1_MTEyNjg2MzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,41.383572,-73.663174
ALLIANCE-26161-NERAD BREWSTER,stand-alone imaging center,3839  Danbury Rd,,Brewster,New York,10509,845-278-6200,,https://www.nerad.com/brewster-ny/,41.386793,-73.559327
Danbury Hospital - Main,hospital-based,111 Osborne St,,Danbury,Connecticut,6810,,,https://www.nuvancehealth.org/locations/diagnostic-imaging-and-radiology-danbury-hospital-medical-arts-center,41.404639,-73.442237
Danbury Hospital,stand-alone imaging center,111 Osborne St,#3,Danbury,Connecticut,6810,203 739-4999,,,41.404639,-73.442237
THE HAROLD LEEVER REGIONAL CANCER CENTER,stand-alone imaging center,1075 Chase Prkwy,,Waterbury,Connecticut,6708,203-575-5501,,https://www.leevercancercenter.org/,41.541517,-73.080317
MID STATE MEDICAL CENTER,hospital-based,435 Lewis Ave,,Meriden,Connecticut,6451,203-694-5928,,https://midstatemedical.org/,41.549306,-72.801145
VA JAMAICA PLAIN,hospital-based,150 South Huntington Ave PETCE Department,In Basement,Boston,Massachusetts,2130,,,https://www.boston.va.gov/locations/Jamaica_Plain_.asp,42.327234,-71.110304
BOSTON MEDICAL CENTER,hospital-based,One Boston Medical Center Place,,Boston,Massachusetts,2118,,,https://www.bmc.org/radiology,42.334496,-71.073131
UPMC HORIZON-GREENVILLE HOSP,hospital-based,110 North Main St,,Greenville,Pennsylvania,16125,,,,41.411727,-80.373151
Saint Vincent Medical Oncology,hospital-based,2508 Myrtle St,,Erie,Pennsylvania,16502,,,https://www.ahn.org/locations.html/?utm_source=GMB&utm_medium=Local&utm_content=Facility&utm_campaign=5670,42.110788,-80.081068
Southern Tier Imaging,stand-alone imaging center,30 harrison HARRISON St,Suite 460,Johnson City,New York,13790,,,http://2014.stmri.com/,42.114874,-75.959841
Hudson Valley Hematology,stand-alone imaging center,159 Barnegate Rd,,Poughkeepsie,New York,12601,845 454-1942,,https://hudsonvalleycancercenter.com/,41.650003,-73.935327
Vassar Brothers Medical Center,hospital-based,1 Columbia St,,Poughkeepsie,New York,12601,,,,41.695192,-73.93586
THE HOSPITAL OF CENTRAL CONNECTICUT,hospital-based,201 North Mountain Rd,,Plainville,Connecticut,6062,860-224-5900,4749,https://thocc.org/locations/cancer-center,41.674784,-72.822354
HARTFORD HOSPITAL,hospital-based,80 Seymour St,,Hartford,Connecticut,6103,860-972-2831,,https://hartfordhospital.org/,41.754286,-72.679846
Saint Francis Hospital,hospital-based,114 Woodland St,,Hartford,Connecticut,6105,,,,41.773633,-72.69995
Dana-Farber Chestnut Hill,hospital-based,300 Boylston Street,Floors 3 & 4,Newton,Massachusetts,2459,617 632-3000,,https://www.dana-farber.org/about-us/locations/dana-farber-cancer-institute---chestnut-hill/?utm_source=google&utm_medium=organic&utm_content=chestnut,42.318818,-71.179942
Brigham and Women's Hospital,hospital-based,70 Francis St,,Boston,Massachusetts,2115,,,https://www.brighamandwomens.org/,42.335817,-71.10818
UPMC @ REGIONAL CANCER CENTER,stand-alone imaging center,2500 West Twelfth St,,Erie,Pennsylvania,16505,814-836-2642,,https://hillman.upmc.com/find/locations/erie-pa-medical,42.103814,-80.137014
UPMC Horizon - Shenango Valley,hospital-based,2200 Memorial Dr,,Farrell,Pennsylvania,16121,,,,41.210311,-80.469492
ROSWELL PARK CANCER INSTITUTE,stand-alone imaging center,Elm and Carlton St,,Buffalo,New York,14263,800-767-9355,,https://www.roswellpark.org/,42.898534,-78.864996
WINDSONG RADIOLOGY GROUP,stand-alone imaging center,55 Spindrift Drive,,Williamsville,New York,14221,716-631-2500,2152,https://windsongwny.com/radiology/,42.964466,-78.716797
River Radiology,stand-alone imaging center,45 Pine Grove Ave,,Kingston,New York,12401,845 340-4500,,,41.926842,-74.001833
Newton-Wellesley Hospital,hospital-based,2014 Washington St,,Newton,Massachusetts,2462,,,https://www.nwh.org/,42.330668,-71.247787
DANA FARBER CANCER INSTITUTE,hospital-based,450  Brookline Ave,,Boston,Massachusetts,2115,857-215-1613,,https://www.dana-farber.org/?utm_source=google&utm_medium=organic&utm_content=mainprofile&utm_campaign=googlemybusiness,42.337452,-71.10818
VA Western New York Healthcare System,hospital-based,3495 Bailey Ave,,Buffalo,New York,14215,,,https://www.va.gov/western-new-york-health-care/,42.9518,-78.812514
GREAT LAKES MEDICAL IMAGING,stand-alone imaging center,199 Park Club Ln,#300,Williamsville,New York,14221,716-836-4646,,https://www.glmi.com/,42.962745,-78.765243
UR Medicine Imaging ? East River Road,stand-alone imaging center,200 E River Rd,,Rochester,New York,14623,,,https://www.urmc.rochester.edu/imaging/locations.aspx,43.111989,-77.628017
RADNET @ BORG & IDE IMAGING,stand-alone imaging center,995 Senator Keating Blvd,Bldg  E Suite 100,Rochester,New York,14618,585-241-6401,,https://www.radnet.com/borg-and-ide/locations/clinton-crossings?utm_source=GMB&utm_medium=BII_Clinton_Main&utm_campaign=GMB_BII_Clinton,43.110988,-77.594357
UR Medicine Strong Memorial Hospital,hospital-based,601 Elmwood Ave,,Rochester,New York,14642,,,https://www.urmc.rochester.edu/,43.122517,-77.625645
University Radiology Associates,hospital-based,550 Harrison St,#125,Syracuse,New York,13202,,,https://www.upstate.edu/ura/,43.043574,-76.143773
Medical Imaging Center - Syracuse PET,stand-alone imaging center,5008 Brittonfield Pkwy,#100,East Syracuse,New York,13057,,,https://www.craimaging.com/medical-imaging-center-near-east-syracuse-ny/,43.103024,-76.054559
Rochester Regional Health Imaging Center,hospital-based,1255 Portland Ave,1st Floor,Rochester,New York,14621,,,https://www.rochesterregional.org/locations/rochester/rochester-general-imaging-center-northern-heights?y_source=1_OTkwMTEzNC03MTUtbG9jYXRpb24ud2Vic2l,43.188764,-77.584636
Faxton Campus St Luke's Healthcare,stand-alone imaging center,1676 Sunset Ave,,Utica,New York,13502,,,https://www.mvhealthsystem.org/imaging,43.09128,-75.258297
St. Peter's Hospital,hospital-based,315 S Manning Blvd,,Albany,New York,12208,,,https://www.sphp.com/,42.656158,-73.803499
ALBANY STRATTON VA MEDICAL CENTER,hospital-based,113 Holland St,Bldg #27,Albany,New York,12208,518-626-6341,,https://www.va.gov/albany-health-care/,42.650957,-73.773159
NYOH US ONCOLOGY ALBANY MED CTR,hospital-based,43 New Scotland Ave,,Albany,New York,12208,518-269-3075,,https://newyorkoncology.com/locations-directions/nyoh-at-albany-medical-center/,42.654083,-73.775962
Community Care Physicians PLLC,hospital-based,711 Troy Schenectady Rd,,Latham,New York,12110,,,https://www.communitycare.com/,42.758083,-73.777275
Beth Israel Deaconess Medical Center,hospital-based,330 Brookline Ave,,Boston,Massachusetts,2215,,,https://www.bidmc.org/,42.34006,-71.105272
MASS GENERAL HOSPITAL MGH,hospital-based,55 Fruit St Radio Pharmacy Receiving,#55,Boston,Massachusetts,2114,,,https://www.massgeneral.org/locations/massachusetts-general-hospital-main-campus,42.361797,-71.069721
MGH HOSPITAL,hospital-based,55 Fruit St,,Boston,Massachusetts,2114,,,,42.362919,-71.068747
Alliance - St. Mary's Hospital - Rao Pavilion,hospital-based,4950 NY-30,,Amsterdam,New York,12010,,,https://www.smha.org/locations/rao-outpatient-pavilion/,42.960901,-74.187574
Lahey Hospital and Medical Center,hospital-based,41 Mall Road,,Burlington,Massachusetts,1805,781-744-2675,,https://www.lahey.org/,42.484875,-71.20519
Mt Auburn Hospital,hospital-based,799 Concord Ave,,Cambridge,Massachusetts,2138,617-492-0705,,https://www.mountauburnhospital.org/locations/locations-profile/?id=378,42.392243,-71.155412
Wilton Medical Arts,stand-alone imaging center,"3040 NY-50,",,Saratoga Springs,New York,12866,,,,43.10265,-73.745149
Catholic Medical Center Community Services,hospital-based,100 McGregor St,,100 McGregor St,New Hampshire,3102,,,,42.991178,-71.474669
Dana-Farber Cancer Institute ? Merrimack Valley,stand-alone imaging center,5 Branch St,,Methuen,Massachusetts,1844,,,https://www.dana-farber.org/about-us/locations/dana-farber-cancer-institute---merrimack-valley/?utm_source=google&utm_medium=organic&utm_content=mvall,42.707157,-71.215308
Mass General/North Shore Center for Outpatient Car,hospital-based,102-104 Endicott St,,Danvers,Massachusetts,1923,,,,42.548481,-70.932867
Advanced Imaging At Bay Brook,stand-alone imaging center,22 Willowbrook Rd,,Queensbury,New York,12804,,,,43.343692,-73.653207
Rutland Regional Medical Center,hospital-based,160 Allen St,,Rutland,Vermont,5701,802 775-7111,,https://www.rrmc.org/locations/profile/rutland-regional-medical-center/,43.598335,-72.955099
Derry Imaging,stand-alone imaging center,6 Tsienneto Rd,Suite 100,Derry,New Hampshire,3038,,,https://www.derryimaging.com/,42.897478,-71.324076
DARTMOUTH HITCHCOCK MED CENTER,hospital-based,1 Medical Center Dr,,Lebanon,New Hampshire,3756,603-650-8445,,https://www.dartmouth-hitchcock.org/,43.675493,-72.272959
Terrebonne General Medical Center,hospital-based,8166 East Main St,,Houma,Louisiana,70360,,,https://www.tghealthsystem.com/,29.598543,-90.710235
Ochsner Medical Center - West Bank,hospital-based,2500 Belle Chasse Hwy,,Gretna,Georgia,70056,,,https://digital.ochsner.org/schedule-now-west-bank/?utm_source=YextGooglet&utm_medium=Yext&y_source=1_MTUyMDE4NzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,29.884229,-90.027549
West Jefferson Medical Center LCMC Health,hospital-based,1101 Medical Center Blvd,,Marrero,Louisiana,70072,,,https://www.wjmc.org/?utm_source=GMB&utm_medium=Yext&y_source=1_MTU4MzE4MzktNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,29.892255,-90.094972
TOURO IMAGING CENTER,stand-alone imaging center,2929 Napoleon Ave,,New Orleans,Louisiana,70115,504 897-8600,,,29.939798,-90.102868
Thibodaux Regional Health System,hospital-based,602 N Acadia Road,,Thibodaux,Louisiana,70301,985-493-4756,,https://www.thibodaux.com/,29.781054,-90.805593
ALLIANCE-15106-TULANE UNIVERSITY HEALTH SCIENCES CENTER,hospital-based,1415 Tulane Ave,,New Orleans,Louisiana,70012,337-654-0996,,https://tulanehealthcare.com/service/urology,29.955783,-90.076283
University Medical Center New Orleans LCMC Health,hospital-based,2000 Canal St,,New Orleans,Louisiana,70112,,,https://www.lcmchealth.org/university-medical-center-new-orleans/,29.960568,-90.081466
SOUTHEAST LOUISIANA VA HEALTHCARE SYSTEM,hospital-based,2400 Canal St Nuclear Medicine Dept.,2ND FLOOR,New Orleans,Louisiana,70119,504-507-2000,62448,https://www.va.gov/southeast-louisiana-health-care/,29.962606,-90.084297
Ochsner Medical Center - New Orleans,hospital-based,1516 Jefferson Highway,,New Orleans,Louisiana,70121,504-842-3580,,,29.962256,-90.145644
East Jefferson General Hospital,hospital-based,4204 Houma Blvd,,Metairie,Louisiana,70006,504-503-6295,,https://ejgh.org/,30.014432,-90.181477
SIMONMED IMAGING - BRADENTON,stand-alone imaging center,6215 21ST Ave West,Suite A,Bradenton,Florida,34209,866-614-8555,,https://www.simonmed.com/locations/all/simonmed___park_south,27.480595,-82.624138
Partners Imaging Centers,stand-alone imaging center,1250 S Tamiami Trail,#101,Sarasota,Florida,34239,941-951-2100,,https://partnersimage.com/,27.321394,-82.530065
National Imaging Specialists,stand-alone imaging center,6600 66th Street North,Suite B,Pinellas Park,Florida,33781,727-544-1001,,https://www.nisnow.com/,27.832464,-82.729045
Akumin Clearwater,stand-alone imaging center,501 S Lincoln Ave,Suite 15,Clearwater,Florida,33756,727 446-6760,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE1MDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,27.960458,-82.785523
St. Anthony's PET/CT Center,stand-alone imaging center,1201 5th Ave N,100,SAINT PETERSBURG,Florida,33705,727 825-1758,,,27.777898,-82.651109
Akumin St Petersburg,stand-alone imaging center,4551 4th St N,,St. Petersburg,Florida,33703,727 525-3800,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE1MTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,27.813685,-82.638268
Akumin Port Charlotte,stand-alone imaging center,2625 Tamiami Trail,,Port Charlotte,Florida,33952,941 235-4646,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE1MDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,26.992103,-82.113851
RADIOLOGY REGIONAL CENTER - NAPLES,hospital-based,700 Goodlette Rd,,Naples,Florida,34102,239-936-4068,,https://radiologyregional.com/,26.156696,-81.790363
RADIOLOGY REGIONAL - FORT MYERS,hospital-based,3660 Broadway,,Fort Myers,Florida,33901,239-936-4068,,https://radiologyregional.com/,26.609699,-81.868101
TGH Imaging Powered by Tower,stand-alone imaging center,5539 Marine Pkwy,,Port Richey,Florida,34652,727 847-5122,,,28.234764,-82.721922
GenesisCare,hospital-based,4571 Colonial Blvd,100,Fort Myers,Florida,33916,239 322-5200,,,26.612404,-81.819124
GENESISCARE - FORT MEYERS,stand-alone imaging center,4571 Colonial Bvld,Suite 100,Fort Meyers,Florida,33966,239-322-5200,,https://www.genesiscare.com/us/our-locations/fort-myers-am5/,26.612404,-81.819124
"BAPTIST HOSPITAL OF MIAMI, MIAMI CANCER INSTITUTE",hospital-based,8900 N Kendall Dr Diagnostic Imaging,,Miami,Florida,33176,786-596-9596,,https://baptisthealth.net/locations/diagnostic-imaging/kendall-baptist-hospital-diagnostic-imaging,25.686708,-80.336803
National P.E.T Scan Dade,stand-alone imaging center,7867 N Kendall Dr,Suite #121,Miami,Florida,33156,305-455-3000,,,25.688855,-80.320604
Cleveland Clinic Weston,hospital-based,3100 Westin Rd,,Weston,Florida,33331,954 659-5000,,https://my.clevelandclinic.org/locations/directions/203-cleveland-clinic-florida-weston-hospital,26.081888,-80.364734
UNIVERSITY OF MIAMI SYLVESTER CANCER CENTER,hospital-based,1475 NW 12th Ave C146,,Miami,Florida,33136,305-243-5512,,https://umiamihealth.org/sylvester-comprehensive-cancer-center,25.788384,-80.214485
PET IMAGING INSTITUTE OF SOUTH FLORIDA - PEMBROKE,stand-alone imaging center,"603 N Flamingo Rd,",Suite 155,Permbroke Pines,Florida,33028,954-981-6668,,https://www.petimagingflorida.com/pembroke-pines/,26.012508,-80.310409
3T Radiology,hospital-based,300 West 41st Street,,Miami Beach,Florida,33140,305-532-7460,,https://www.3tradiology.com/,25.813435,-80.127242
Unique Imaging,stand-alone imaging center,18851 NE 29th Ave,Suite 103,Aventura,Florida,33180,305-890-1839,,https://www.uniqueimaging.com,25.950128,-80.141724
Akumin Aventura View,stand-alone imaging center,2999 NE 191st St,Suite 103,Aventura,Florida,33180,305 692-2222,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTgzMzIzOTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,25.952688,-80.141724
3T Radiology Aventura,stand-alone imaging center,20803 Biscayne Blvd,Suite 103,Aventura,Florida,33180,786-665-8008,,https://www.3tradiology.com/,25.968508,-80.14312
Akumin Hollywood Hills,stand-alone imaging center,3800 Johnson St,Suite B,Hollywood,Florida,33021,954 964-3800,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE0OTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,26.017935,-80.181491
PET IMAGING INSTITUTE OF SOUTH FLORIDA - HOLLYWOOD,stand-alone imaging center,1150 N 35th Ave,Suite 665,Hollywood,Florida,33021,954-686-6582,,https://www.petimagingflorida.com/hollywood/,26.02034,-80.179224
PET/CT Imaging Center of NorthWest Florida,stand-alone imaging center,1549 N 9th Ave,Suite 124,Pensacola,Florida,32504,850-478-6336,,http://www.pensacolapetct.com/,30.428398,-87.208595
Woodlands Radiation Oncology,hospital-based,4724 N Davis Hwy,,Pensacola,Florida,32503,,,,30.466005,-87.223186
Ascension Sacred Heart Hospital Emerald Coast,hospital-based,7720 US HWY 98,Suite 140,Miramar Beach,Florida,32459,850 278-3835,,https://healthcare.ascension.org/locations/florida/flpen/miramar-beach-ascension-sacred-heart-emerald-coast,30.3782565,-86.3058932
BayCare Outpatient Imaging,stand-alone imaging center,3003 W Dr Martin Luther King Jr Blvd,,Tampa,Florida,33607,813 870-4826,,,27.982659,-82.492218
TOWER RADIOLOGY - HABANA,stand-alone imaging center,4719 North Habana Ave,,Tampa,Florida,33614,813-874-7000,,https://towerradiologycenters.com/,27.987259,-82.488178
Akumin Plantation,stand-alone imaging center,8300 W Sunrise Blvd,,Plantation,Florida,33322,954 577-6000,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTgzMzIzMzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,26.148163,-80.260724
PET IMAGING INSTITUTE OF SOUTH FLORIDA - FORT LAUD,stand-alone imaging center,2122 W Cypress Creek Rd,Suite 210,Ft  Lauderdale,Florida,33309,954-981-6668,,https://www.petimagingflorida.com/fort-lauderdale/,26.201761,-80.171911
University of Miami - Deerfield Beach,hospital-based,1192 East Newport Center Drive,Room 106,Deerfield Beach,Florida,33442,954-571-0134,,,26.301083,-80.122183
Baptist Health Lynn Cancer Institute Boca Raton,hospital-based,701 NW 13th St,Floor 3,Boca Raton,Florida,33486,561 955-5966,,,26.362497,-80.102114
