locationName,centerType,address1,address2,city,state,zip,phoneNumber,phoneExtension,websiteUrl,latitude,longitude
Mankato Clinic Wickersham Health Campus,hospital-based,1421 Premier Dr,,Mankato,MN,56001,507 625-1811,,,44.194459,-93.951899
LIFE SCAN MINNESOTA,stand-alone imaging center,6545  France Ave South,Suite 125,Edina,MN,55435,952-893-1997,,https://subrad.com/locations/southdale-edina/,44.884565,-93.328189
RAYUS Radiology - St. Louis Park,hospital-based,5775 Wayzata Blvd,#190,St Louis Park,MN,55416,952-270-4911,,https://rayusradiology.com/locations/st-louis-park/,44.968892,-93.353824
RAYUS Radiology - Mendota Heights,hospital-based,910 Sibley Memorial Hwy,,Mendota Heights,MN,55118,,,https://rayusradiology.com/locations/mendota-heights/,44.904205,-93.132448
ALLINA HEALTH,hospital-based,800 East 28th st,,Minneapolis,MN,55407,612 863-5327,,https://account.allinahealth.org/locations/100?utm_source=gmb&utm_medium=organic&utm_content=web-url&utm_campaign=gmb_website&utm_term=Allina-Health-M,44.954175,-93.261572
MHEALTH FAIRVIEW - EAST BANK,hospital-based,500 Harvard St SE,Unit J/ East Bank,Maple Grove,MN,55311,612-273-9275,,https://mhealthfairview.org/locations/m-health-fairview-university-of-minnesota-medical-center---east-bank,44.971057,-93.23103
North Memorial Specialty Center,hospital-based,3435 West Broadway,,Robbinsdale,MN,55422,763-218-2677,,https://northmemorial.com/,45.017752,-93.326233
Midwest Radiology - St. Paul,stand-alone imaging center,"250 Thompson St, ",,St Paul,MN,55102,,,https://www.midwestradiology.com/us/locations-and-hours/downtown-st-paul,44.944086,-93.107023
Regions Hospital Health Partners Specialty Center,hospital-based,401 Phalen Blvd,,St. Paul,MN,55130,651-587-1722,,https://www.healthpartners.com/care/specialty-centers/?utm_campaign=primarycare_locallistings_20m1_care_hp&utm_source=googlemybusiness_&utm_medium=org,44.964954,-93.084382
Alomere Health - RAYUS Radiology,hospital-based,111 17th Ave E,,Alexandria,MN,56308,,,https://rayusradiology.com/locations/alexandria/,45.873948,-95.376048
CENTRACARE - ST CLOUD IMAGING,hospital-based,1900 Centracare Cir,Suite 1400,Saint Cloud,MN,56303,320-200-3200,,https://www.centracare.com/locations/centracare-st-cloud-hospital-imaging-services/,45.582964,-94.206762
MHEALTH FAIRVIEW - MAPLE GROVE,hospital-based,14500 99th Ave N,,Maple Grove,MN,55311,612-273-9275,,https://www.mhealthfairview.org/locations/M-Health-Fairview-Clinics-and-Surgery-Center---Maple-Grove,45.136087,-93.464773
UNIVERSITY OF MINNESOTA PHYSICIANS CCIR,hospital-based,2021 6TH ST SE,,Minneapolis,MN,55455,612-626-3345,,https://med.umn.edu/radiology/research/center-clinical-imaging-research,44.979067,-93.224202
Minnesota Oncology,hospital-based,1580 Beam Avenue,,Maplewood,MN,55109,651-255-8476,,https://mnoncology.com/locations/maplewood-cancer-center/,45.02727,-93.033527
M Health Fairview St. John's Hospital,hospital-based,1575 Beam Ave,,Maplewood,MN,55109,,,https://mhealthfairview.org/locations/m-health-fairview-st-johns-hospital,45.029739,-93.033121
Midwest Radiology/ Suburban Imaging Northwest,stand-alone imaging center,11850 Blackfoot St. NW,Suite 180,Coon Rapids,MN,55433,763-795-1600,,https://subrad.com/,45.185194,-93.369317
Essentia Health-Duluth Clinic 1st Street Building,hospital-based,420 E 1st St,,Duluth,MN,55805,,,,46.792056,-92.092881
ST. LUKE'S HOSPITAL,hospital-based,1001  E Superior St,,Duluth,MN,55802,218-249-5661,,https://www.slhduluth.com/locations/st-lukes-internal-medicine-associates/,46.797029,-92.085616
SSM Health St. Joseph Hospital - Lake Saint Louis,hospital-based," 100 Medical Plaza, Lake ",,St. Louis,MO,63367,636-498-7949,,https://www.ssmhealth.com/locations/st-joseph-hospital-lake-saint-louis?utm_id=sys-listings-1&linksource=sys_listing_links-gmb_listing&y_source=1_MjMy,38.802821,-90.775751
SSM Health - St. Joseph Hospital Lake St. Louis,hospital-based,400 Medical Plaza,,Lake St. Louis,MO,63367,314-768-2510,,https://www.ssmhealth.com/locations/st-joseph-hospital-lake-saint-louis,38.80274,-90.773431
Barnes-Jewish Center for Advanced Medicine,hospital-based,5201 Midamerica Plz,,St. Louis,MO,63129,,,https://www.barnesjewish.org/Patients-Visitors/Locations-Directions/Center-for-Advanced-Medicine-South-County,38.483056,-90.356375
Mercy South PET/CT Imaging,hospital-based,10050 Kennerly Rd,,"St, Louis",MO,63128,314-525-1748,,https://www.mercy.net/practice/mercy-imaging-services-south/?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=East&utm_content=w,38.508291,-90.381365
SSM Health Saint Louis University Hospital,hospital-based,1201 S. Grand Blvd,,St. Louis,MO,63104,314-257-8000,,https://www.ssmhealth.com/imaging,38.623953,-90.237715
SSM_SLUH,hospital-based,1212 S Spring Ave,,St. Louis,MO,63110,,,,38.62461,-90.241125
VA MEDICAL CENTER ST LOUIS JOHN COCHRAN DIV,hospital-based,915 N  Grand Blvd,,St Louis,MO,63106,314-289-7925,,https://www.stlouis.va.gov/,38.642236,-90.230533
BARNES JEWISH HOSPITAL CENTER FOR ADVANCED IMAGING,hospital-based,4921 Parkview Place,2nd Floor Nuc Med,St Louis,MO,63110,314-801-4036,,https://www.barnesjewish.org/Medical-Services/Radiology,38.635666,-90.264412
SSM Health - St. Mary's Hospital,hospital-based,6400 Clayton Rd,,Saint Louis,MO,63117,314-768-2500,,,38.633307,-90.309467
SSM Health - DePaul Hospital,hospital-based,12303 DePaul Dr,,Bridgeton,MO,63044,314-768-2510,,https://www.ssmhealth.com/locations/depaul-hospital-st-louis?utm_id=sys-listings-1&linksource=sys_listing_links-gmb_listing&y_source=1_MjMyNTc1OTMtNzE,38.750255,-90.434109
SSM Health - St. Joseph Hospital St. Charles,hospital-based,1475 Kisker Rd,,St. Charles,MO,63301,314-768-2510,,https://www.ssmhealth.com/locations/st-joseph-hospital-st-charles,38.738971,-90.621215
Desloge Outpatient Center,hospital-based,121 St Luke's Center Dr,,Chesterfield,MO,63017,314 434-1500,,https://www.stlukes-stl.com/services/radiology/imaging-centers.html,38.655078,-90.50936
ST. LUKE'S HOSPITAL,hospital-based,121 St Luke's Center Dr,,Chesterfield,MO,63017,314-205-6518,,https://www.stlukes-stl.com/,38.655078,-90.50936
Mercy Hospital St. Louis,hospital-based,615 S New Ballas Rd,,St. Louis,MO,63141,,,https://www.mercy.net/practice/mercy-hospital-st-louis/?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=East&utm_content=websit,38.644654,-90.44649
MISSOURI BAPTIST MEDICAL CENTER,hospital-based,3015 North Ballas Rd,,St Louis,MO,63131,314-996-5000,,https://www.missouribaptist.org/?utm_campaign=mbmc&utm_medium=organic&utm_source=google&utm_content=mbmc-listing,38.636223,-90.44652
SSM Health - St. Clare Hospital,hospital-based,1015 Bowles Ave,,Fenton,MO,63026,314-768-2510,,https://www.ssmhealth.com/locations/st-clare-hospital-fenton?utm_id=sys-listings-1&linksource=sys_listing_links-gmb_listing&y_source=1_MjMyNTc3NTEtNzE,38.527411,-90.476222
Missouri Cancer Associates,hospital-based,"1705 East Broadway, ",Suite 100,Columbia,MO,65201,,,https://missouricancer.com/locations/columbia/?utm_source=GMBSocialClimb&utm_medium=MissouriCancerAssociates,38.950411,-92.31315
University of Missouri Hospital,hospital-based,1030 Hitt St,,Columbia,MO,65212,,,https://precisionhealth.missouri.edu/,38.938639,-92.324918
HARRY S. TRUMAN MEMORIAL VETERANS HOSPITAL,hospital-based,800 Hospital Dr,RMB112,Columbia,MO,65201,573-815-6414,,http://www.columbiamo.va.gov/,38.936485,-92.328942
Mercy Hospital Joplin,hospital-based,100 Mercy Way,,Joplin,MO,64804,,,https://www.mercy.net/practice/mercy-hospital-joplin/?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=Central&utm_content=websi,37.036547,-94.509759
Freeman Hospital East,hospital-based,932 E 34th St,,Joplin,MO,64804,417 347-1111,,,37.050705,-94.507183
The Martin Center,stand-alone imaging center,3901 S Fremont Ave,,Springfield,MO,65804,,,https://www.coxhealth.com/,37.142939,-93.273609
Mercy Hospital Springfield,hospital-based,1235 E Cherokee St,,Springfield,MO,65804,,,https://www.mercy.net/practice/mercy-hospital-springfield/?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=Central&utm_content=,37.179919,-93.276171
Saint Luke's East Hospital,hospital-based,100 NE Saint Luke's Blvd,,Lee Summit,MO,64086,,,https://www.saintlukeskc.org/locations/saint-lukes-east-hospital,38.927944,-94.397211
RESEARCH MEDICAL CENTER,hospital-based,2316  East Meyer Blvd,,Kansas City,MO,64132,816-276-4067,,https://hcamidwest.com/locations/research-medical-center/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,39.008586,-94.558453
"SAINT LUKE'S HOSPITAL , KANSAS CITY",hospital-based,4401 Wornall Rd,,Kansas City,MO,64111,816-932-2000,,https://www.saintlukeskc.org/locations/saint-lukes-hospital-kansas-city,39.047725,-94.590852
Kansas City VA Medical Center,hospital-based,4801 Linwood Blvd,,Kansas City,MO,64128,,,https://www.va.gov/kansas-city-health-care/,39.063621,-94.526709
Centerpoint Medical Center,hospital-based,3889 SOUTH JACKSON DR,,Independence,MO,64057,816 698-8290,,,39.048294,-94.351616
North Kansas City Hospital,hospital-based,2800 Clay Edwards Dr,,North Kansas City,MO,64116,,,https://www.nkch.org/location/north-kansas-city-hospital,39.150848,-94.550602
Saint Luke's North Hospital-Barry Road,hospital-based,5830 NW Barry Rd,,Kansas City,MO,64154,,,https://www.saintlukeskc.org/locations/saint-lukes-north-hospital-barry-road,39.248896,-94.648428
Anderson Regional Medical Center,hospital-based,2124 14th St,,Meridian,MS,39301,601 227-7108,,https://www.andersonregional.org/,32.371555,-88.69961
Hattiesburg Clinic,hospital-based,415 S 28th Ave,,Hattiesburg,MS,39401,601-268-5837,,https://www.hattiesburgclinic.com/,31.318244,-89.333441
Ocean Springs Hospital - Singing River Health Syst,hospital-based,3109 Bienville Blvd,,Ocean Springs,MS,39564,,,,30.414075,-88.780808
MISSISSIPPI BAPTIST MEMORIAL - JACKSON,hospital-based,501  Marshall St,Ground Floor,Jackson,MS,39202,601-968–1049,,https://www.baptistonline.org/,32.316028,-90.179571
University of Mississippi Medical Center,hospital-based,350 West Woodrow Wilson Drive,,Jackson,MS,39213,601-984-2500,,https://www.umc.edu/,32.329379,-90.194872
Billings Clinic Hospital,hospital-based,2800 10th Ave N,,Billings,MT,59101,406 238-2500,,,45.789537,-108.512995
Mission Hospital,hospital-based,509 Biltmore Ave,,Asheville,NC,28801,,,https://missionhealth.org/member-hospitals/mission/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,35.576583,-82.549222
"Catawba Valley Imaging Services, LLC",hospital-based,235 18th St SE,,Hickory,NC,28602,828-326-3000,,https://www.catawbavalleyhealth.org/Medical-Center/Services/Imaging/Catawba-Valley-Imaging-Center.aspx,35.730422,-81.30749
New Hanover Regional Medical Center,hospital-based,2131 S 17th St,,Wilmington,NC,28401,,,https://www.nhrmc.org/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GMB&utm_content=MC-17&ecid=gmblocamc17,34.207691,-77.921834
Gibson Cancer Center,hospital-based,1200 Pine Run Dr,,Lumberton,NC,28358,,,https://www.dukehealth.org/locations/gibson-cancer-center-duke-cancer-network?utm_source=google&utm_medium=organic&utm_campaign=Directory%2BManagement,34.658558,-78.992405
FirstHealth Outpatient Imaging,hospital-based,30 Memorial Dr,,Pinehurst,NC,28374,910 715-1000,,,35.207569,-79.452765
CarolinaEast Medical Center,hospital-based,2000 Neuse Blvd,,New Bern,NC,28561,252-633-8861,,https://www.carolinaeasthealth.com/?utm_source=GMB&utm_medium=Organic,35.113956,-77.06724
WAKE PET SERVICES LLC,stand-alone imaging center,210 ASHVILLE AVE. SUITE 100a,,Cary,NC,27518,,,,35.740023,-78.784123
210 PET Imaging,stand-alone imaging center,210  Ashville Ave,Suite 100a,Ashville,NC,27518,908-268-7797,,https://www.wakemed.org/care-and-services/imaging-services/pet-ct-scan-at-210-pet-imaging,35.740208,-78.784035
DUKE RALEIGH HOSPITAL,hospital-based,3400 Wake Forest Rd,,Raleigh,NC,27609,919-954-3000,,https://www.dukehealth.org/hospitals/duke-raleigh-hospital,35.827838,-78.618412
UNC Health Rex-PET Center,hospital-based,4420 Lake Boone Trail,,Raleigh,NC,27607,,,https://www.rexhealth.com/rh/,35.817301,-78.70322
Novant Health Matthews Medical Center,hospital-based,1500 Matthews Township Pkwy,,Matthews,NC,28105,704 384-6500,,,35.12034,-80.71428
Durham VA Health Care System,hospital-based,508 Fulton St,,Durham,NC,27705,,,https://www.va.gov/durham-health-care/,36.009012,-78.938653
DUKE UNIVERSITY MEDICAL CENTER,hospital-based,3000  Erwin Rd,,Durham,NC,27708,919-613-2115,,https://www.dukehealth.org/locations/duke-university-medical-center,36.005131,-78.950073
Novant Health Mint Hill Medical Center,hospital-based,8201 Healthcare Lp,,Charlotte,NC,28215,,,https://www.novanthealth.org/mint-hill-medical-center.aspx?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GMB&utm_content=MC-10&ecid=gmblo,35.223035,-80.648386
Novant Health Presbyterian Medical Center,hospital-based,200 Hawthorne Ln,,Charlotte,NC,28204,,,,35.211965,-80.823895
Atrium Health Carolinas Medical Center,hospital-based,1000 Blythe Blvd,,Charlotte,NC,28203,,,https://atriumhealth.org/locations/detail/carolinas-medical-center,35.203416,-80.838557
Atrium Health Imaging Center,stand-alone imaging center,1025 Morehead Medical Dr,#100,Charlotte,NC,28204,,,https://atriumhealth.org/locations/detail/atrium-health-imaging-center-morehead,35.20563,-80.838557
Novant Health Imaging Julian Road,stand-alone imaging center,514 Corporate Cir,,Salisbury,NC,28147,,,https://www.novanthealth.org/home/services/imaging/imaging-locations/novant-health-imaging-julian-road.aspx?utm_source=maps.google.com&utm_medium=orga,35.644628,-80.492176
CHARLOTTE VA HEALTH CARE CLINIC,hospital-based,3506 West Tyvola Rd,,Charlotte,NC,28208,704-638-9000,3390,https://www.va.gov/salisbury-health-care/,35.19675,-80.913011
Novant Health - Huntersville,hospital-based,10030 Gilead Rd,,Huntersville,NC,28078,,,https://www.novanthealth.org/Huntersville-Medical-Center.aspx?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GMB&utm_content=MC-06&ecid=gm,35.40645,-80.860179
Iredell Health System,hospital-based,557 Brookdale Dr,,Statesville,NC,28677,,,,35.799687,-80.878616
Atrium Health - High Point,hospital-based,601 N Elm St,,"High Point,",NC,27262,,,https://www.wakehealth.edu/locations/labs-and-imaging/p/pet-high-point-medical-center?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFB,35.963001,-80.013492
CONE HEALTH - ALAMANCE REGIONAL MEDICAL CENTER,hospital-based,1240 Huffman Mill Rd,,Burlington,NC,27216,336-663-4290,,https://www.conehealth.com/locations/alamance-regional/,36.06109,-79.502153
CONE HEALTH - WESLEY LONG HOSPITAL,hospital-based,2400 W. Friendly Ave,,Greensboro,NC,27403,336-832-1871,,https://www.conehealth.com/locations/wesley-long-hospital/,36.083616,-79.826612
Novant Health Kernersville Medical Center,hospital-based,1750 Kernersville Medical Pkwy,,Kernersville,NC,27284,336 564-4000,,,36.091313,-80.044411
Novant Health Forsyth Medical Center,hospital-based,3333 Silas Creek Pkwy,,Winston-Salem,NC,27103,,,https://www.novanthealth.org/Forsyth-Medical-Center.aspx?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GMB&utm_content=MC-04&ecid=gmbloca,36.076444,-80.29657
Wake Forest University |  NC Baptist Hospital,hospital-based,1 Medical Center Blvd,,Winston-Salem,NC,27157,,,,36.090276,-80.271387
Annie Penn Hospital,hospital-based,18 S Main St,,Reidsville,NC,27320,336 951-4000,,https://www.conehealth.com/locations/annie-penn-hospital/,36.361558,-79.665894
Sanford Broadway Clinic,stand-alone imaging center,801 Broadway N,,Fargo,ND,58102,,,https://www.sanfordhealth.org/locations/sanford-broadway-clinic?yxt_info=healthcare-facility-9194f35c-b834-4b1e-a5fa-4a369ca3a8af&y_source=1_MTA2MTg4M,46.884889,-96.785684
Altru Cancer Center,hospital-based,960 S Columbia Rd,,Grand Forks,ND,58201,,,https://www.altru.org/our-locations/?id=2&searchId=337e0861-b87e-e711-b4e7-2c768a4e1b84&sort=11&page=1&pageSize=10%3futm_source%3dgoogle&utm_medium=gm,47.912358,-97.069324
CHI St. Alexius Health,hospital-based,900 E Broadway,,Bismarck,ND,58501,701-471-4505,,https://www.chistalexiushealth.org/,46.80763,-100.777575
DMS Imaging Mobile Coach at CHI St. Alexius Health,hospital-based,900 E Broadway,,Bismarck,ND,58501,701-530-5353,,https://www.chistalexiushealth.org/,46.80763,-100.777575
Mary Lanning Healthcare,hospital-based,715 N St Joseph Ave,,Hasting,NE,68901,,,,40.590213,-98.387896
"Grand Island Imaging Center, LLC",stand-alone imaging center,3610 Richmond Cir,,Grand Island,NE,68803,308 398-9282,,https://www.giimagingcenter.com/,40.922911,-98.386988
ADVANCED MEDICAL IMAGING,stand-alone imaging center,7601 Pioneers Blvd,,Lincoln,NE,68506,402-484-6677,,https://amimaging.com/,40.769155,-96.616469
CANCER PARTNERS OF NEBRASKA,stand-alone imaging center,201 South 68th Place,,Lincoln,NE,68510,402-420-7000,,https://cancerpartners.com/,40.811804,-96.628323
UROLOGY CANCER CENTER,stand-alone imaging center,17607 Gold Plaza,,Omaha,NE,68130,402-991-8468,,https://www.gucancer.com/,41.234721,-96.189868
NEBRASKA CANCER SPECIALISTS,stand-alone imaging center,17201 Wright St,Suite 203,Omaha,NE,68130,402-334-4773,,https://nebraskacancer.com/,41.231291,-96.183112
University Medical Center - Bergan Mercy,hospital-based,7500 Mercy Rd,,Omaha,NE,68124,,,https://www.chihealth.com/en/location-search/creighton-bergan.html?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHIHealth&utm_term=CHIHealt,41.239547,-96.030896
Methodist Hospital,hospital-based,8303 Dodge St,,Omaha,NE,68114,,,https://bestcare.org/locations/methodist-hospital?utm_source=search&utm_medium=organic&utm_campaign=listings,41.25909,-96.040954
Nebraska Medical Center,hospital-based,4400 Emile St,,Omaha,NE,68105,,,,41.25447,-95.977664
Catholic Medical Center Community Services,hospital-based,100 McGregor St,,100 McGregor St,NH,3102,,,,42.991178,-71.474669
Derry Imaging,stand-alone imaging center,6 Tsienneto Rd,Suite 100,Derry,NH,3038,,,https://www.derryimaging.com/,42.897478,-71.324076
DARTMOUTH HITCHCOCK MED CENTER,hospital-based,1 Medical Center Dr,,Lebanon,NH,3756,603-650-8445,,https://www.dartmouth-hitchcock.org/,43.675493,-72.272959
Atlantic Medical Imaging,stand-alone imaging center,30 E Maryland Ave,,Somers Point,NJ,8244,,,,39.318327,-74.589577
Advanced Shore Imaging,stand-alone imaging center,2605 Shore Rd,Suite 101,Northfield,NJ,8225,,,https://advancedshoreimaging.com/,39.359567,-74.559418
South Jersey Radiology Associates - Turnersville,hospital-based,901 NJ-168 #301,Suite 301,Blackwood,NJ,8012,,,https://www.sjra.com/locations/turnersville/,39.777281,-75.053535
South Jersey Radiology Associates - Voorhees,hospital-based,100 Carnie Blvd,Suite B5 Ste B5,Voorhees Township,NJ,8043,888 909-7572,,https://www.sjra.com/locations/voorhees/,39.863609,-74.956633
Health Village Imaging,stand-alone imaging center,1301 Route 72 West,,Manahawkin,NJ,8050,,,https://www.healthvillageimaging.com/,39.724663,-74.290539
Larchmont Imaging Associates,stand-alone imaging center,210 Ark Road,Suite 106,Mount Laurel,NJ,8003,609-261-4500,,https://www.larchmontimaging.com,39.969128,-74.873075
"Toms River X-RAY, CT and MRI Center",stand-alone imaging center,154 Hwy 37 West,,Toms River,NJ,8755,732 244-0777,,http://www.tomsriverxray.com,39.966747,-74.221722
"Monmouth Medical Center, Southern Campus",hospital-based,600 River Ave,,Lakewood,NJ,8701,732 363-1900,,https://www.rwjbh.org/monmouth-medical-center-southern-campus/,40.073193,-74.218758
Ocean Medical Center Brick,hospital-based,425 Jack Martin Blvd,,Brick Township,NJ,8724,732 840-2200,,https://www.hackensackmeridianhealth.org/en/Locations/Ocean-University-Medical-Center,40.077027,-74.13152
ATLANTIC MEDICAL- MANASQUAN,stand-alone imaging center,2399 NJ- 34,Suite A-5,Manasquan,NJ,8736,732-223-9729,,https://www.amwwall.com/,40.125858,-74.083893
University Radiology at Jersey Shore,stand-alone imaging center,2100 Corlies Ave,,Neptune City,NJ,7753,,,https://www.universityradiology.com/?utm_source=google&utm_medium=gmb&utm_campaign=Neptune,40.206514,-74.045394
University Radiology Group - Freehold,hospital-based,1043 W Main St,,Freehold Township,NJ,7728,732 462-1900,,https://www.universityradiology.com/?utm_source=google&utm_medium=gmb&utm_campaign=freehold,40.234333,-74.315573
Princeton Radiology – Freehold Office,hospital-based,901 West Main Street,,Freehold,NJ,7728,732-462-4844,,https://www.princetonradiology.com/locations/freehold/,40.236841,-74.313105
Shrewsbury Diagnostic Imaging,stand-alone imaging center,1131 Broad St,110,Shrewsbury,NJ,7702,732 578-9640,,,40.31424,-74.062783
University Radiology,hospital-based,48 Gilbert St N,,Tinton Falls,NJ,7701,,,https://www.universityradiology.com/?utm_source=google&utm_medium=gmb&utm_campaign=tinton_falls,40.326206,-74.07623
Princeton Radiology – Monroe Office,stand-alone imaging center,9 Centre Drive,,Monroe Township,NJ,8831,609-655-1448,,https://www.princetonradiology.com/locations/monroe/,40.33986,-74.461997
Penn Medicine Princeton Medical Center,hospital-based,1 Plainsboro Rd,,Plainsboro  Township,NJ,8536,,,https://www.princetonhcs.org/,40.339882,-74.624372
Hackensack Meridian Health Riverview Medical,hospital-based,1 Riverview Plaza,,Red bank,NJ,7701,,,,40.353678,-74.063977
JFK Medical Center,hospital-based,"3548 Route 9 South, ",Suite 101,Old Bridge,NJ,8857,732 321-7000,,https://www.hackensackmeridianhealth.org/en/Locations/JFK-University-Medical-Center,40.380846,-74.30898
University Group East Brunswick,stand-alone imaging center,483 Cranbury Rd,,East Brunswick,NJ,8816,,,,40.4236,-74.407952
SHARED IMAGING @ BAYSHORE,hospital-based,727 N BEERS STREET,,Holmdel,NJ,7733,732 739-5900,,,40.405485,-74.191701
Hunterdon Medical Center,hospital-based,2100 Wescott Dr,,Flemington,NJ,8822,908 788-6100,,https://www.hunterdonhealth.org/,40.53062,-74.858435
University Radiology at Robert Wood Johnson,hospital-based,10 Plum St,,New Brunswick,NJ,8901,,,https://www.universityradiology.com/?utm_source=google&utm_medium=gmb&utm_campaign=New-Brunswick,40.493999,-74.452105
University Radiology Edison,stand-alone imaging center,3900 Park Ave,#107,Edison,NJ,8820,,,https://www.universityradiology.com/?utm_source=google&utm_medium=gmb&utm_campaign=Edison,40.562433,-74.383076
Summit Medical Group - Berkeley Heights Urgent Car,stand-alone imaging center,1 Diamond Hill Rd,,Berkeley Heights,NJ,7922,,,,40.678011,-74.412079
Overlook Medical Center,hospital-based,99 Beauvoir Ave,,Summit,NJ,7901,,,https://www.atlantichealth.org/locations/hospitals/overlook-medical-center.html,40.712125,-74.353619
Morristown Medical Center,hospital-based,100 Madison Ave,,Morristown,NJ,7960,,,https://www.atlantichealth.org/locations/hospitals/morristown-medical-center.html,40.789138,-74.465046
VA New Jersey Health Care System,hospital-based,385 Tremont Ave,,East Orange,NJ,7018,,,https://www.va.gov/new-jersey-health-care/,40.752677,-74.236108
SUMMIT MEDICAL GROUP,stand-alone imaging center,150 Park Ave,,Florham Park,NJ,7932,908-277-8673,,https://www.summithealth.com/locations/florham-park-campus-le-benger-pavilion,40.780733,-74.425281
RWJ Barnabas-Livingston Campus,hospital-based,200  S Orange Ave,,Livingston,NJ,7039,,,https://www.rwjbh.org/barnabas-health-ambulatory-care-center/treatment-care/imaging-radiology/,40.772979,-74.355378
Saint Clare's Dover Hospital,hospital-based,400 W Blackwell St,,Dover,NJ,7801,,,https://www.saintclares.com/?utm_source=GMBlisting&utm_medium=Organic&utm_campaign=GMBWebsite,40.885075,-74.576169
Rutgers Advanced Practice Imaging,hospital-based,30 Bergen St,,NEWARK,NJ,7103,,,,40.744286,-74.188751
University Radiology,stand-alone imaging center,235 Franklin Ave,#2708,Nutley,NJ,7110,,,https://www.universityradiology.com/?utm_source=google&utm_medium=gmb&utm_campaign=Nutley,40.815911,-74.162077
"Hoboken Radiology, LLC",stand-alone imaging center,79 Hudson St,Suite #100,Hoboken,NJ,7030,,,https://montclairradiology.com/hoboken-welcome,40.736212,-74.029783
Summit Medical Group @ Clifton Heights,hospital-based,1255 Broad St,,Clifton,NJ,7013,973 685-5755,,https://www.citymd.com/urgent-care-locations/nj/clifton-hub,40.853257,-74.178379
ST FRANCIS HOSPITAL - THE HEART CENT,hospital-based,100  Port Washington Blvd,,Roslyn,NJ,11576,844-862-2623,,https://www.chsli.org/st-francis-hospital?utm_medium=yext&utm_source=gmb,40.804269,-73.670452
Hackensack Medical Center,hospital-based,20 Prospect Ave,,Hackensack,NJ,7601,,,,40.883251,-74.057001
CHILTON MEDICAL CENTER,hospital-based,97 West Prkwy,,Pompton Plains,NJ,7444,973-831-5297,,https://www.atlantichealth.org/locations/hospitals/chilton-medical-center.html,40.958411,-74.309386
Englewood Health,hospital-based,350 Engle Street,,Englewood,NJ,7631,201-894-3284,,https://www.englewoodhealth.org/,40.904585,-73.96754
The Valley Hospital Foundation,hospital-based,223 North Van Dien Ave,,Ridgewood,NJ,7450,,,https://www.valleyhospitalfoundation.org/,40.984114,-74.100239
Sun View Imaging,stand-alone imaging center,2525 S Telshor Blvd,," Las Cruces,",NM,88011,,,https://sunviewlascruces.com/,32.291727,-106.733646
Gerald Champion Regional Medical Center,hospital-based,2669 N Scenic Dr,,Alamogordo,NM,88310,575 439-6100,,https://www.gcrmc.org/,32.926428,-105.934715
Kymera Independent Physicians,hospital-based,400 Military Heights Pl,,Roswell,NM,88201,575 627-9500,,,33.421939,-104.527568
Lovelace Medical Center,hospital-based,601 Dr Martin Luther King Jr Ave NE,,Albuquerque,NM,87102,,,,35.086147,-106.639953
UNIVERSITY OF NEW MEXICO HOSPITAL UNMH NUCLEAR,hospital-based,2211 LOMAS BLVD NE,,ALBUQUERQUE,NM,87106,505 272-2269,,,35.088166,-106.617375
UNMH Nuclear Medicine,hospital-based,2211 Lomas Blvd NE,,Albuquerque,NM,87106,,,,35.088166,-106.617375
X-Ray Associates - El Camino,hospital-based,8020 Constitution Pl NE1,,Albuquerque,NM,87110,,,https://xranm.com/locations/albuquerque/el-camino-imaging-center/,35.093642,-106.556037
X-Ray Associates at Santa Fe,stand-alone imaging center,490 W Zia Rd,A110,Santa Fe,NM,87505,505-998-3096,,,35.646041,-105.953312
New Mexico Oncology Hematology Consultants LTD,stand-alone imaging center,4901 Lang Ave NE,,Albuquerque,NM,87109,,,https://nmcancercenter.org/,35.173872,-106.590128
X-Ray Associates at Farmington,hospital-based,1750 E 30th St,,Farmington,NM,87401,,,https://xranm.com/locations/mri-scan-farmington/,36.757009,-108.183866
Comprehensive Cancer Centers of Nevada - Northwest,hospital-based,7445 Peak drive,,Las Vegas,NV,89128,702-952-3461,,https://cccnevada.com/treatment-centers/northwest/,36.209298,-115.256624
Comprehensive Cancer Centers of Nevada Eastern Ave,hospital-based,3730 South Eastern Ave,,Las Vegas,NV,89169,702-952-3455,,,36.121088,-115.118327
SimonMed Imaging - Henderson,stand-alone imaging center,6301 Mountain Vista St.,#103,Henderson,NV,89015,702-433-7216,,https://www.simonmed.com/locations/all/simonmed_imaging___henderson,36.075043,-115.073937
Personalized Imaging Consultants,stand-alone imaging center,5465 Reno Corporate Dr,Suite #200,Reno,NV,89511,,,,39.467947,-119.765387
